scenario_id,mood,energy_level,time_available,time_of_day,occasion,relationship_stage,bonding_level,intimacy_level,couple_only,consent_required,scene_label,recommended_activity_id,recommended_activity,recommended_category,recommendation_probability,expected_engagement
4190,romantic,medium,10,morning,long_distance,dating,5,moderate,true,false,romantic_connection,20,Romantic Q&A,intimate_activity,0.0633,0.835
4191,nostalgic,low,30,evening,celebration,long_term,4,moderate,true,false,memory_connection,18,Truth or Dare,romantic_activity,0.07227,0.743
4192,energetic,high,15,late_night,special_memory,dating,5,light,false,false,high_energy_fun,17,Couple Challenge,challenge,0.05845,0.8
4193,energetic,very_low,15,evening,birthday,long_term,3,light,false,false,high_energy_fun,17,Couple Challenge,challenge,0.07116,0.761
4194,sensual,low,45,evening,anniversary,serious,5,high,true,true,sensual_connection,11,Relationship Timeline,memory,0.09159,0.7
4195,energetic,very_low,15,late_night,special_memory,long_term,2,light,false,false,high_energy_fun,3,Trivia Battle,competitive_game,0.05112,0.665
4196,sensual,very_low,60,evening,special_memory,long_term,1,high,true,true,sensual_connection,11,Relationship Timeline,memory,0.11157,0.627
4197,sensual,low,15,morning,valentines,new,3,high,true,true,sensual_connection,25,Playful Teasing Cards,intimate_activity,0.09404,0.811
4198,energetic,very_low,5,morning,first_date,just_met,3,light,false,false,high_energy_fun,4,Tic Tac Toe,competitive_game,0.16387,0.69
4199,energetic,high,60,afternoon,special_memory,dating,5,light,false,false,high_energy_fun,17,Couple Challenge,challenge,0.09141,0.72
4200,affectionate,very_low,60,evening,rough_day,long_term,4,moderate,true,false,warm_connection,16,Watch Together,watch_together,0.17603,0.695
4201,calm,medium,20,evening,long_distance,dating,1,light,false,false,calm_connection,15,Music Mood,watch_together,0.08125,0.775
4202,deep,high,15,morning,long_distance,long_term,3,light,false,false,deep_connection,11,Relationship Timeline,memory,0.05098,0.726
4203,calm,high,10,evening,date_night,new,2,light,false,false,calm_connection,18,Truth or Dare,romantic_activity,0.05446,0.719
4204,calm,medium,30,morning,holiday,long_term,3,light,false,false,calm_connection,3,Trivia Battle,competitive_game,0.06833,0.695
4205,celebratory,medium,60,late_night,valentines,long_term,1,light,false,false,celebration,8,Two Truths and a Lie,question_game,0.0823,0.66
4206,relaxed,very_low,10,evening,celebration,just_met,2,light,false,false,easy_connection,1,Rapid Fire,question_game,0.08612,0.645
4207,affectionate,low,45,evening,reunion,just_met,3,moderate,true,false,warm_connection,16,Watch Together,watch_together,0.24793,0.66
4208,playful,medium,20,late_night,celebration,just_met,3,light,false,false,playful_social,1,Rapid Fire,question_game,0.08968,0.695
4209,energetic,very_high,20,afternoon,birthday,just_met,5,light,false,false,high_energy_fun,6,Scribble,creative_game,0.14886,0.775
4210,calm,very_high,15,morning,weekend,new,4,light,false,false,calm_connection,6,Scribble,creative_game,0.05313,0.695
4211,calm,high,5,morning,reunion,just_met,2,light,false,false,calm_connection,2,This or That,question_game,0.10693,0.635
4212,relaxed,very_low,5,morning,reunion,dating,5,light,false,false,easy_connection,10,Memory Lane,memory,0.09556,0.755
4213,low_energy,very_low,60,morning,reunion,just_met,4,light,false,false,gentle_connection,15,Music Mood,watch_together,0.18487,0.635
4214,erotic,medium,30,morning,reunion,long_term,4,very_high,true,true,intimate_connection,19,Flirty This or That,intimate_activity,0.07439,0.708
4215,romantic,very_high,15,evening,celebration,just_met,4,moderate,true,false,romantic_connection,7,Find the Spy,social_game,0.05775,0.635
4216,romantic,very_low,45,evening,late_night,new,5,moderate,true,false,romantic_connection,10,Memory Lane,memory,0.06302,0.695
4217,celebratory,high,20,late_night,celebration,new,3,light,false,false,celebration,1,Rapid Fire,question_game,0.05618,0.72
4218,erotic,high,20,afternoon,valentines,dating,5,very_high,true,true,intimate_connection,25,Playful Teasing Cards,intimate_activity,0.10297,0.835
4219,happy,high,5,late_night,date_night,new,5,light,false,false,positive_social,2,This or That,question_game,0.07205,0.715
4220,deep,very_low,10,afternoon,special_memory,dating,1,light,false,false,deep_connection,11,Relationship Timeline,memory,0.06807,0.707
4221,celebratory,very_low,5,evening,anniversary,just_met,5,light,false,false,celebration,2,This or That,question_game,0.11268,0.61
4222,deep,low,20,evening,late_night,new,4,light,false,false,deep_connection,12,Deep Questions,conversation,0.06419,0.74
4223,low_energy,low,15,late_night,rough_day,long_term,4,light,false,false,gentle_connection,16,Watch Together,watch_together,0.07697,0.8
4224,playful,medium,30,morning,anniversary,just_met,1,light,false,false,playful_social,5,Connect Four,competitive_game,0.08946,0.66
4225,low_energy,low,60,evening,special_memory,serious,3,light,false,false,gentle_connection,22,Little Moments,memory,0.16863,0.756
4226,romantic,high,60,morning,weekend,new,3,moderate,true,false,romantic_connection,14,Date Planner,date_activity,0.12092,0.731
4227,low_energy,high,10,late_night,special_memory,long_term,3,light,false,false,gentle_connection,15,Music Mood,watch_together,0.05379,0.69
4228,erotic,very_low,10,late_night,long_distance,long_term,1,very_high,true,true,intimate_connection,20,Romantic Q&A,intimate_activity,0.11713,0.787
4229,romantic,low,10,afternoon,first_date,dating,2,moderate,true,false,romantic_connection,2,This or That,question_game,0.06022,0.695
4230,romantic,high,5,morning,late_night,serious,5,moderate,true,false,romantic_connection,25,Playful Teasing Cards,intimate_activity,0.07749,0.755
4231,romantic,medium,60,evening,long_distance,dating,4,moderate,true,false,romantic_connection,13,Future Plans,conversation,0.05857,0.708
4232,low_energy,medium,20,evening,rough_day,new,2,light,false,false,gentle_connection,15,Music Mood,watch_together,0.07779,0.775
4233,calm,medium,15,morning,first_date,long_term,1,light,false,false,calm_connection,15,Music Mood,watch_together,0.07143,0.715
4234,sensual,very_high,45,evening,first_date,new,4,high,true,true,sensual_connection,9,How Well Do You Know Me,question_game,0.09821,0.638
4235,affectionate,very_high,5,evening,date_night,just_met,2,moderate,true,false,warm_connection,4,Tic Tac Toe,competitive_game,0.12245,0.61
4236,low_energy,very_high,5,afternoon,reunion,serious,5,light,false,false,gentle_connection,22,Little Moments,memory,0.13692,0.785
4237,playful,very_high,60,evening,holiday,serious,1,light,false,false,playful_social,6,Scribble,creative_game,0.18546,0.695
4238,low_energy,low,10,morning,first_date,dating,5,light,false,false,gentle_connection,23,Cozy Conversation,conversation,0.06618,0.8
4239,affectionate,medium,15,morning,just_because,just_met,1,moderate,true,false,warm_connection,2,This or That,question_game,0.09604,0.72
4240,romantic,very_high,10,late_night,normal_day,new,1,moderate,true,false,romantic_connection,14,Date Planner,date_activity,0.05346,0.702
4241,erotic,high,15,late_night,just_because,serious,1,very_high,true,true,intimate_connection,20,Romantic Q&A,intimate_activity,0.07865,0.702
4242,happy,high,45,late_night,long_distance,just_met,5,light,false,false,positive_social,16,Watch Together,watch_together,0.20763,0.67
4243,energetic,high,10,evening,normal_day,serious,4,light,false,false,high_energy_fun,7,Find the Spy,social_game,0.06892,0.74
4244,sensual,very_low,45,late_night,date_night,just_met,4,high,true,true,sensual_connection,16,Watch Together,watch_together,0.22363,0.635
4245,deep,very_high,30,late_night,weekend,just_met,3,light,false,false,deep_connection,3,Trivia Battle,competitive_game,0.1393,0.695
4246,relaxed,very_high,10,morning,anniversary,new,4,light,false,false,easy_connection,23,Cozy Conversation,conversation,0.055,0.713
4247,low_energy,medium,60,late_night,birthday,long_term,4,light,false,false,gentle_connection,23,Cozy Conversation,conversation,0.09262,0.683
4248,playful,very_high,30,morning,long_distance,just_met,3,light,false,false,playful_social,15,Music Mood,watch_together,0.11049,0.645
4249,low_energy,low,30,morning,long_distance,dating,5,light,false,false,gentle_connection,15,Music Mood,watch_together,0.10381,0.8
4250,celebratory,high,45,morning,anniversary,dating,2,light,false,false,celebration,17,Couple Challenge,challenge,0.08019,0.684
4251,low_energy,very_low,45,late_night,celebration,just_met,1,light,false,false,gentle_connection,15,Music Mood,watch_together,0.19684,0.635
4252,sensual,medium,30,morning,anniversary,serious,5,high,true,true,sensual_connection,11,Relationship Timeline,memory,0.09361,0.755
4253,relaxed,high,5,late_night,birthday,new,1,light,false,false,easy_connection,4,Tic Tac Toe,competitive_game,0.075,0.635
4254,affectionate,very_low,30,afternoon,celebration,serious,2,moderate,true,false,warm_connection,22,Little Moments,memory,0.05636,0.659
4255,calm,low,20,morning,date_night,new,1,light,false,false,calm_connection,15,Music Mood,watch_together,0.06247,0.74
4256,sensual,very_low,30,late_night,valentines,dating,5,high,true,true,sensual_connection,18,Truth or Dare,romantic_activity,0.12105,0.81
4257,celebratory,low,10,evening,weekend,new,5,light,false,false,celebration,6,Scribble,creative_game,0.06357,0.75
4258,affectionate,very_high,45,morning,normal_day,serious,3,moderate,true,false,warm_connection,23,Cozy Conversation,conversation,0.10883,0.621
4259,erotic,medium,60,morning,reunion,dating,3,very_high,true,true,intimate_connection,10,Memory Lane,memory,0.07692,0.651
4260,relaxed,very_high,10,evening,first_date,just_met,2,light,false,false,easy_connection,12,Deep Questions,conversation,0.09012,0.645
4261,deep,very_low,60,morning,date_night,long_term,2,light,false,false,deep_connection,13,Future Plans,conversation,0.12121,0.694
4262,celebratory,medium,15,late_night,late_night,long_term,1,light,false,false,celebration,16,Watch Together,watch_together,0.05505,0.695
4263,calm,very_high,20,morning,reunion,serious,1,light,false,false,calm_connection,16,Watch Together,watch_together,0.0618,0.665
4264,sensual,very_low,10,morning,valentines,serious,5,high,true,true,sensual_connection,25,Playful Teasing Cards,intimate_activity,0.1022,0.81
4265,happy,very_high,15,morning,date_night,dating,4,light,false,false,positive_social,14,Date Planner,date_activity,0.05602,0.718
4266,playful,high,15,afternoon,special_memory,long_term,5,light,false,false,playful_social,6,Scribble,creative_game,0.05744,0.74
4267,affectionate,high,20,evening,first_date,long_term,4,moderate,true,false,warm_connection,22,Little Moments,memory,0.05539,0.738
4268,relaxed,high,20,late_night,holiday,just_met,1,light,false,false,easy_connection,6,Scribble,creative_game,0.12,0.72
4269,affectionate,medium,15,late_night,celebration,new,1,moderate,true,false,warm_connection,17,Couple Challenge,challenge,0.05014,0.707
4270,energetic,low,5,afternoon,anniversary,new,3,light,false,false,high_energy_fun,1,Rapid Fire,question_game,0.07899,0.69
4271,relaxed,high,15,late_night,just_because,dating,3,light,false,false,easy_connection,2,This or That,question_game,0.05853,0.775
4272,happy,medium,30,evening,just_because,long_term,1,light,false,false,positive_social,24,Date Night Roulette,date_activity,0.08143,0.732
4273,sensual,high,45,afternoon,holiday,just_met,5,high,true,true,sensual_connection,3,Trivia Battle,competitive_game,0.13576,0.64
4274,calm,high,5,evening,holiday,dating,2,light,false,false,calm_connection,22,Little Moments,memory,0.07887,0.714
4275,energetic,very_high,60,evening,holiday,long_term,3,light,false,false,high_energy_fun,1,Rapid Fire,question_game,0.09322,0.635
4276,relaxed,very_low,5,morning,normal_day,serious,5,light,false,false,easy_connection,22,Little Moments,memory,0.12371,0.775
4277,deep,high,15,evening,celebration,dating,4,light,false,false,deep_connection,13,Future Plans,conversation,0.05592,0.763
4278,romantic,very_high,30,late_night,date_night,new,4,moderate,true,false,romantic_connection,24,Date Night Roulette,date_activity,0.10048,0.798
4279,affectionate,medium,30,evening,birthday,just_met,2,moderate,true,false,warm_connection,5,Connect Four,competitive_game,0.09836,0.66
4280,celebratory,very_high,15,late_night,weekend,dating,4,light,false,false,celebration,17,Couple Challenge,challenge,0.08476,0.823
4281,relaxed,high,45,afternoon,just_because,serious,1,light,false,false,easy_connection,16,Watch Together,watch_together,0.19814,0.69
4282,romantic,high,60,late_night,normal_day,long_term,4,moderate,true,false,romantic_connection,18,Truth or Dare,romantic_activity,0.08416,0.683
4283,energetic,high,30,evening,reunion,just_met,2,light,false,false,high_energy_fun,7,Find the Spy,social_game,0.08374,0.66
4284,relaxed,low,20,afternoon,reunion,serious,5,light,false,false,easy_connection,10,Memory Lane,memory,0.08147,0.86
4285,sensual,high,5,morning,normal_day,serious,2,high,true,true,sensual_connection,22,Little Moments,memory,0.09244,0.714
4286,playful,low,30,late_night,date_night,new,1,light,false,false,playful_social,6,Scribble,creative_game,0.08237,0.69
4287,low_energy,low,15,afternoon,date_night,new,2,light,false,false,gentle_connection,15,Music Mood,watch_together,0.05336,0.74
4288,erotic,low,5,afternoon,anniversary,long_term,5,very_high,true,true,intimate_connection,22,Little Moments,memory,0.09917,0.78
4289,deep,medium,20,morning,special_memory,serious,1,light,false,false,deep_connection,12,Deep Questions,conversation,0.06846,0.715
4290,relaxed,very_high,15,afternoon,celebration,just_met,4,light,false,false,easy_connection,6,Scribble,creative_game,0.097,0.695
4291,low_energy,low,10,evening,reunion,long_term,4,light,false,false,gentle_connection,22,Little Moments,memory,0.08192,0.848
4292,romantic,very_high,15,morning,date_night,long_term,3,moderate,true,false,romantic_connection,18,Truth or Dare,romantic_activity,0.06876,0.786
4293,sensual,very_low,5,late_night,holiday,dating,3,high,true,true,sensual_connection,21,Compliment Challenge,romantic_activity,0.10317,0.751
4294,nostalgic,medium,15,late_night,special_memory,dating,2,moderate,true,false,memory_connection,10,Memory Lane,memory,0.0872,0.799
4295,celebratory,very_high,60,morning,birthday,new,3,light,false,false,celebration,1,Rapid Fire,question_game,0.1448,0.695
4296,deep,low,30,morning,valentines,new,4,light,false,false,deep_connection,18,Truth or Dare,romantic_activity,0.08047,0.743
4297,deep,low,15,evening,special_memory,just_met,4,light,false,false,deep_connection,12,Deep Questions,conversation,0.09372,0.74
4298,relaxed,very_high,30,late_night,weekend,serious,1,light,false,false,easy_connection,16,Watch Together,watch_together,0.0897,0.665
4299,happy,low,45,afternoon,date_night,just_met,2,light,false,false,positive_social,2,This or That,question_game,0.08643,0.635
4300,energetic,very_low,5,evening,weekend,serious,4,light,false,false,high_energy_fun,6,Scribble,creative_game,0.07668,0.645
